order_id,tracking,declared_weight,carrier_total,outvio_estimate,factura,servicio,destino,billed_weight,weight_check,billed_portes,importe,scope,zone_or_country,expected_portes,diff,verdict,note,fuel_period,billed_fuel,expected_fuel,fuel_verdict,fuel_diff,cost_diff
26021037,4592638,,16.35,0.0,72531,S-24,MLL,6.361,no-declared,13.14,16.35,national,baleares,13.14,0.0,OK,,2026-04-20..2026-04-26,1.11,1.11,OK,0.0,0.0
26021739,4636819,,16.35,0.0,72531,S-24,MLL,6.528,no-declared,13.14,16.35,national,baleares,13.14,0.0,OK,,2026-04-20..2026-04-26,1.11,1.11,OK,0.0,0.0
26021779,4636838,,16.35,0.0,72531,S-24,MLL,6.35,no-declared,13.14,16.35,national,baleares,13.14,0.0,OK,,2026-04-20..2026-04-26,1.11,1.11,OK,0.0,0.0
26020095,4501113,,16.36,0.0,72531,CLS,IT,7.9,no-declared,13.26,16.36,international,ITALIA,13.26,0.0,OK,,2026-04-13..2026-04-19,2.7,2.65,MISMATCH,0.05,0.05
26020105_3,4501121,,16.36,0.0,72531,CLS,IT,7.4,no-declared,13.26,16.36,international,ITALIA,13.26,0.0,OK,,2026-04-13..2026-04-19,2.7,2.65,MISMATCH,0.05,0.05
26021326,4592763,,16.36,0.0,72531,CLS,IT,7.3,no-declared,13.26,16.36,international,ITALIA,13.26,0.0,OK,,2026-04-20..2026-04-26,2.7,2.70,OK,0.0,0.0
C119843 / 158041 SAC,165596,,16.44,0.0,72531,CLS,BAR,0.4,no-declared,13.66,16.44,international,,,,UNVERIFIED,country not in tariff (ESPANA),2026-04-20..2026-04-26,2.78,2.78,OK,0.0,0.0
26021636,4619555,,16.45,0.0,72531,CLS,FR,11.2,no-declared,13.13,16.45,international,FRANCIA,13.13,0.0,OK,,2026-04-20..2026-04-26,2.67,2.67,OK,0.0,0.0
Z97X-2604-172301,4187699,,16.63,3.17,72531,*B2C,MUR,25.855,no-declared,12.43,16.63,national,area_bcn/corto/medio/largo,12.43,0.0,OK,,2026-03-30..2026-04-05,1.2,1.19,OK,0.01,0.01
ES26017698_2,4299285,,16.64,0.0,72531,CLS,IT,8.2,no-declared,13.59,16.64,international,ITALIA,13.59,0.0,OK,,2026-04-06..2026-04-12,2.65,2.65,OK,0.0,0.0
156687 SAT / C076773,2502674,,16.65,0.0,72531,S-24,BAR,7.216,no-declared,13.14,16.65,national,area_bcn/corto/medio/largo,4.33-5.41,7.73,OVERCHARGE,,2026-04-20..2026-04-26,1.11,1.11,OK,0.0,7.73
-,95419,,16.69,0.0,,,,,,,,,,,,UNVERIFIED,order not in the SEUR invoice data,,,,NO-INVOICE,,
26020241,4501170,,16.69,0.0,72531,S-24,COI,28.5,no-declared,14.9,16.69,national,portugal,14.90,0.0,OK,,2026-04-13..2026-04-19,1.13,1.13,OK,0.0,0.0
ES26018324_2,4346328,,16.71,0.0,72531,CLS,IT,8.3,no-declared,13.59,16.71,international,ITALIA,13.59,0.0,OK,,2026-04-06..2026-04-12,2.72,2.65,MISMATCH,0.07,0.07
26020019,4486057,,16.71,0.0,72531,CLS,IT,8.4,no-declared,13.59,16.71,international,ITALIA,13.59,0.0,OK,,2026-04-13..2026-04-19,2.72,2.72,OK,0.0,0.0
ES26022529_2,4739349,,16.71,0.0,72531,CLS,IT,8.45,no-declared,13.59,16.71,international,ITALIA,13.59,0.0,OK,,2026-04-27..2026-05-03,2.72,2.72,OK,0.0,0.0
26021179,4592720,,16.75,0.0,72531,CLS,IT,8.127,no-declared,13.59,16.75,international,ITALIA,13.59,0.0,OK,,2026-04-20..2026-04-26,2.76,2.76,OK,0.0,0.0
ES26019478,4450008,7.03,28.47,8.51,72531,*B2C,MLL,18.744,STRAY-HIGH,20.56,28.47,national,baleares,20.56,0.0,OK,,2026-04-13..2026-04-19,1.56,1.56,OK,0.0,0.0
26021946,4689073,,16.96,0.0,72531,CLS,IT,8.148,no-declared,13.59,16.96,international,ITALIA,13.59,0.0,OK,,2026-04-27..2026-05-03,2.72,2.72,OK,0.0,0.0
26020464,4537540,,17.01,0.0,72531,S-24,VAL,53.45,no-declared,15.23,17.01,national,area_bcn/corto/medio/largo,15.23,0.0,OK,heavy-approx,2026-04-20..2026-04-26,1.28,1.28,OK,0.0,0.0
Z97X-2604-172313,4188949,,17.08,3.71,72531,*B2C,LEI,24.3,no-declared,15.05,17.08,national,portugal,15.05,0.0,OK,,2026-03-30..2026-04-05,1.17,1.16,OK,0.01,0.01
Z97X-2604-172314,4188997,,17.08,3.71,72531,*B2C,LEI,23.4,no-declared,15.05,17.08,national,portugal,15.05,0.0,OK,,2026-03-30..2026-04-05,1.17,1.16,OK,0.01,0.01
ES26018881_2,4401692,,17.1,0.0,72531,CLS,IT,9.55,no-declared,13.92,17.1,international,ITALIA,13.92,0.0,OK,,2026-04-13..2026-04-19,2.78,2.78,OK,0.0,0.0
ES26019501_2,4451115,,17.1,0.0,72531,CLS,IT,9.6,no-declared,13.92,17.1,international,ITALIA,13.92,0.0,OK,,2026-04-13..2026-04-19,2.78,2.78,OK,0.0,0.0
26021934,4689034,,17.1,0.0,72531,CLS,IT,10.0,no-declared,13.92,17.1,international,ITALIA,13.92,0.0,OK,,2026-04-27..2026-05-03,2.78,2.78,OK,0.0,0.0
26021940_2,4689061,,17.1,0.0,72531,CLS,IT,9.2,no-declared,13.92,17.1,international,ITALIA,13.92,0.0,OK,,2026-04-27..2026-05-03,2.78,2.78,OK,0.0,0.0
26022215,4721422,,17.1,0.0,72531,CLS,IT,9.4,no-declared,13.92,17.1,international,ITALIA,13.92,0.0,OK,,2026-04-27..2026-05-03,2.78,2.78,OK,0.0,0.0
26022254,4721453,,17.1,0.0,72531,CLS,IT,9.8,no-declared,13.92,17.1,international,ITALIA,13.92,0.0,OK,,2026-04-27..2026-05-03,2.78,2.78,OK,0.0,0.0
ES26022771_2,4769058,,17.1,0.0,72531,CLS,IT,9.6,no-declared,13.92,17.1,international,ITALIA,13.92,0.0,OK,,2026-04-27..2026-05-03,2.78,2.78,OK,0.0,0.0
26020740,4568078,,17.15,0.0,72531,CLS,IT,9.65,no-declared,13.92,17.15,international,ITALIA,13.92,0.0,OK,,2026-04-20..2026-04-26,2.83,2.83,OK,0.0,0.0
26021113,4592664,,17.15,0.0,72531,CLS,IT,9.6,no-declared,13.92,17.15,international,ITALIA,13.92,0.0,OK,,2026-04-20..2026-04-26,2.83,2.83,OK,0.0,0.0
26021828,4636865,,17.15,0.0,72531,CLS,IT,9.65,no-declared,13.92,17.15,international,ITALIA,13.92,0.0,OK,,2026-04-20..2026-04-26,2.83,2.83,OK,0.0,0.0
26021833,4636869,,17.15,0.0,72531,CLS,IT,9.65,no-declared,13.92,17.15,international,ITALIA,13.92,0.0,OK,,2026-04-20..2026-04-26,2.83,2.83,OK,0.0,0.0
26021858,4636888,,17.15,0.0,72531,CLS,IT,9.8,no-declared,13.92,17.15,international,ITALIA,13.92,0.0,OK,,2026-04-20..2026-04-26,2.83,2.83,OK,0.0,0.0
26021858_2,4636889,,17.15,0.0,72531,CLS,IT,9.6,no-declared,13.92,17.15,international,ITALIA,13.92,0.0,OK,,2026-04-20..2026-04-26,2.83,2.83,OK,0.0,0.0
26020882,4568177,,17.2,0.0,72531,CLS,AT,7.9,no-declared,13.96,17.2,international,AUSTRIA,13.96,0.0,OK,,2026-04-20..2026-04-26,2.84,2.84,OK,0.0,0.0
FR26017661_2,4298392,,17.24,0.0,72531,CLS,FR,16.6,no-declared,14.09,17.24,international,FRANCIA,14.09,0.0,OK,,2026-04-06..2026-04-12,2.75,2.75,OK,0.0,0.0
71009630250,2503174,,17.25,0.0,72531,S-24,BAR,9.781,no-declared,13.14,17.25,national,area_bcn/corto/medio/largo,4.33-5.41,7.73,OVERCHARGE,,2026-04-20..2026-04-26,1.11,1.11,OK,0.0,7.73
26021479,4619498,,17.25,0.0,72531,S-24,MLL,9.698,no-declared,13.14,17.25,national,baleares,13.14,0.0,OK,,2026-04-20..2026-04-26,1.11,1.11,OK,0.0,0.0
ES26017626,4295561,60.96,17.31,15.55,72531,*B2C,VAL,60.96,ok,16.06,17.31,national,area_bcn/corto/medio/largo,16.06,0.0,OK,heavy-approx,2026-04-06..2026-04-12,1.25,1.24,OK,0.01,0.01
C122800 / 157350 SAT,9809162,,17.36,0.0,72531,CLS,BAR,1.344,no-declared,14.47,17.36,international,,,,UNVERIFIED,country not in tariff (ESPANA),2026-04-13..2026-04-19,2.89,2.89,OK,0.0,0.0
26021343,4592778,,17.4,0.0,72531,CLS,IT,9.1,no-declared,13.92,17.4,international,ITALIA,13.92,0.0,OK,,2026-04-20..2026-04-26,2.83,2.83,OK,0.0,0.0
26020767,4568100,,17.45,0.0,72531,S-24,MLL,8.993,no-declared,13.14,17.45,national,baleares,13.14,0.0,OK,,2026-04-20..2026-04-26,1.11,1.11,OK,0.0,0.0
26022126,4689169,,17.56,0.0,72531,CLS,FR,15.882,no-declared,14.09,17.56,international,FRANCIA,14.09,0.0,OK,,2026-04-27..2026-05-03,2.82,2.82,OK,0.0,0.0
26022023,4689174,,17.56,0.0,72531,CLS,FR,15.396,no-declared,14.09,17.56,international,FRANCIA,14.09,0.0,OK,,2026-04-27..2026-05-03,2.82,2.82,OK,0.0,0.0
ES26019595,4454218,4.43,24.81,3.18,72531,*B2C,VIG,62.75,STRAY-HIGH,22.51,24.81,national,area_bcn/corto/medio/largo,22.51,0.0,OK,heavy-approx,2026-04-13..2026-04-19,1.7,1.70,OK,0.0,0.0
Z97X-2604-173654_2,4347656,,17.82,0.0,72531,CLS,AT,8.054,no-declared,14.31,17.82,international,AUSTRIA,14.31,0.0,OK,,2026-04-06..2026-04-12,2.86,2.79,MISMATCH,0.07,0.07
C127948 / 156998 SAT,178238,,18.01,0.0,72531,CLS,BAR,3.998,no-declared,14.97,18.01,international,,,,UNVERIFIED,country not in tariff (ESPANA),2026-04-20..2026-04-26,3.04,3.04,OK,0.0,0.0
26020288,4501189,,18.19,0.0,72531,S-24,MAD,59.55,no-declared,16.91,18.19,national,area_bcn/corto/medio/largo,16.91,0.0,OK,heavy-approx,2026-04-13..2026-04-19,1.28,1.28,OK,0.0,0.0
ES26018465,4362835,23.2,18.26,5.78,72531,*B2C,ELF,25.95,ok,16.79,18.26,national,area_bcn/corto/medio/largo,16.79,0.0,OK,,2026-04-13..2026-04-19,1.27,1.27,OK,0.0,0.0
ES26016957,4171732,26.06,18.29,6.67,72531,*B2C,CIU,29.3,ok,16.79,18.29,national,area_bcn/corto/medio/largo,16.79,0.0,OK,,2026-03-30..2026-04-05,1.3,1.30,OK,0.0,0.0
Z97X-2604-172279,4184937,,18.29,3.17,72531,*B2C,GRA,33.2,no-declared,16.79,18.29,national,area_bcn/corto/medio/largo,16.79,0.0,OK,,2026-03-30..2026-04-05,1.3,1.30,OK,0.0,0.0
26022310,4721517,,18.38,0.0,72531,S-24,MAL,38.6,no-declared,11.96,18.38,national,area_bcn/corto/medio/largo,11.96,0.0,OK,,2026-04-27..2026-05-03,1.42,1.00,MISMATCH,0.42,0.42
ES26022671,4763493,27.15,18.4,21.36,72531,*B2C,CIU,27.16,ok,16.79,18.4,national,area_bcn/corto/medio/largo,16.79,0.0,OK,,2026-04-27..2026-05-03,1.41,1.40,OK,0.01,0.01
ES26018709,4376422,23.41,18.46,5.88,72531,*B2C,CAD,25.6,ok,16.79,18.46,national,area_bcn/corto/medio/largo,16.79,0.0,OK,,2026-04-13..2026-04-19,1.27,1.27,OK,0.0,0.0
Z97X-2604-172284,4185562,,18.49,3.17,72531,*B2C,MAL,29.871,no-declared,16.79,18.49,national,area_bcn/corto/medio/largo,16.79,0.0,OK,,2026-03-30..2026-04-05,1.3,1.30,OK,0.0,0.0
ES26019018,4408992,,18.56,2.96,72531,*B2C,CAD,26.006,no-declared,16.79,18.56,national,area_bcn/corto/medio/largo,16.79,0.0,OK,,2026-04-13..2026-04-19,1.27,1.27,OK,0.0,0.0
ES26019167,4427531,32.4,18.66,7.3,72531,*B2C,ALG,40.2,ok,16.79,18.66,national,area_bcn/corto/medio/largo,16.79,0.0,OK,,2026-04-13..2026-04-19,1.27,1.27,OK,0.0,0.0
ES26022584,4747687,,18.73,11.36,72531,CLS,IE,5.8,no-declared,15.07,18.73,international,IRLANDA,15.07,0.0,OK,,2026-04-27..2026-05-03,3.01,3.01,OK,0.0,0.0
ES26020415,4518456,21.44,18.81,7.43,72531,*B2C,CAD,26.7,ok,16.79,18.81,national,area_bcn/corto/medio/largo,16.79,0.0,OK,,2026-04-20..2026-04-26,1.42,1.42,OK,0.0,0.0
26022191,4721399,,19.59,0.0,72531,S-24,IBI,6.596,no-declared,13.14,19.59,national,baleares,13.14,0.0,OK,,2026-04-27..2026-05-03,1.35,1.09,MISMATCH,0.26,0.26
ES26019330,4435012,18.08,25.85,4.89,72531,*B2C,MAD,69.12,STRAY-HIGH,19.03,25.85,national,area_bcn/corto/medio/largo,19.03,0.0,OK,heavy-approx,2026-04-13..2026-04-19,1.82,1.44,MISMATCH,0.38,0.38
ES26022906,4781294,52.14,19.96,25.04,72531,*B2C,VAL,52.14,ok,13.42,19.96,national,area_bcn/corto/medio/largo,13.42,0.0,OK,heavy-approx,2026-04-27..2026-05-03,1.54,1.12,MISMATCH,0.42,0.42
ES26016927_2,4170345,,20.03,0.0,72531,CLS,IT,12.05,no-declared,16.42,20.03,international,ITALIA,16.42,0.0,OK,,2026-03-30..2026-04-05,3.21,3.21,OK,0.0,0.0
Z97X-2604-172386_2,4235784,,20.03,0.0,72531,CLS,IT,11.2,no-declared,16.42,20.03,international,ITALIA,16.42,0.0,OK,,2026-04-06..2026-04-12,3.21,3.21,OK,0.0,0.0
Z97X-2604-172395_2,4237800,,20.03,0.0,72531,CLS,IT,13.9,no-declared,16.42,20.03,international,ITALIA,16.42,0.0,OK,,2026-04-06..2026-04-12,3.21,3.21,OK,0.0,0.0
ES26017894_2,4318056,,20.03,0.0,72531,CLS,IT,11.4,no-declared,16.42,20.03,international,ITALIA,16.42,0.0,OK,,2026-04-06..2026-04-12,3.21,3.21,OK,0.0,0.0
ES26017904,4319601,11.04,20.03,16.42,72531,CLS,IT,12.2,ok,16.42,20.03,international,ITALIA,16.42,0.0,OK,,2026-04-06..2026-04-12,3.21,3.21,OK,0.0,0.0
ES26016799,4162299,12.6,20.07,6.53,72531,*B2C,COI,25.542,STRAY-HIGH,17.96,20.07,national,portugal,17.96,0.0,OK,,2026-03-30..2026-04-05,1.39,1.39,OK,0.0,0.0
26020022,4486060,,20.1,0.0,72531,CLS,IT,13.4,no-declared,16.42,20.1,international,ITALIA,16.42,0.0,OK,,2026-04-13..2026-04-19,3.28,3.28,OK,0.0,0.0
26021939,4689051,,20.1,0.0,72531,CLS,IT,10.3,no-declared,16.42,20.1,international,ITALIA,16.42,0.0,OK,,2026-04-27..2026-05-03,3.28,3.28,OK,0.0,0.0
ES26022516_2,4738251,,20.1,0.0,72531,CLS,IT,12.6,no-declared,16.42,20.1,international,ITALIA,16.42,0.0,OK,,2026-04-27..2026-05-03,3.28,3.28,OK,0.0,0.0
ES26022521_2,4738538,,20.1,0.0,72531,CLS,IT,10.85,no-declared,16.42,20.1,international,ITALIA,16.42,0.0,OK,,2026-04-27..2026-05-03,3.28,3.28,OK,0.0,0.0
ES26022697_2,4764718,,20.1,0.0,72531,CLS,IT,11.4,no-declared,16.42,20.1,international,ITALIA,16.42,0.0,OK,,2026-04-27..2026-05-03,3.28,3.28,OK,0.0,0.0
26020754_3,4568098,,20.16,0.0,72531,CLS,IT,13.2,no-declared,16.42,20.16,international,ITALIA,16.42,0.0,OK,,2026-04-20..2026-04-26,3.34,3.34,OK,0.0,0.0
26021179_2,4592721,,20.16,0.0,72531,CLS,IT,12.8,no-declared,16.42,20.16,international,ITALIA,16.42,0.0,OK,,2026-04-20..2026-04-26,3.34,3.34,OK,0.0,0.0
26021825_2,4636861,,20.16,0.0,72531,CLS,IT,12.6,no-declared,16.42,20.16,international,ITALIA,16.42,0.0,OK,,2026-04-20..2026-04-26,3.34,3.34,OK,0.0,0.0
ES26022683,4763943,35.0,20.18,25.59,72531,*B2C,LIS,35.0,ok,17.96,20.18,national,portugal,17.96,0.0,OK,,2026-04-27..2026-05-03,1.5,1.49,OK,0.01,0.01
26121486,4619533,,20.44,0.0,72531,S-24,MAD,60.48,no-declared,17.19,20.44,national,area_bcn/corto/medio/largo,17.19,0.0,OK,heavy-approx,2026-04-20..2026-04-26,1.45,1.45,OK,0.0,0.0
26021097,4592654,,20.45,0.0,72531,COUR,FR,0.9,no-declared,16.66,20.45,,,,,UNVERIFIED,service not modelled (COUR),2026-04-20..2026-04-26,3.39,,NO-INDEX,,
26020789,4568122,,20.68,0.0,72531,S-24,BAR,103.0,no-declared,19.07,20.68,national,area_bcn/corto/medio/largo,19.07,0.0,OK,heavy-approx,2026-04-20..2026-04-26,1.61,1.61,OK,0.0,0.0
26021071,4592646,,20.68,0.0,72531,S-24,BUR,56.461,no-declared,16.07,20.68,national,area_bcn/corto/medio/largo,16.07,0.0,OK,heavy-approx,2026-04-20..2026-04-26,1.61,1.35,MISMATCH,0.26,0.26
26020559,4537582,,21.01,0.0,72531,CLS,SE,1.909,no-declared,16.92,21.01,international,SUECIA,16.92,0.0,OK,,2026-04-20..2026-04-26,3.44,3.44,OK,0.0,0.0
26020700,4568050,,21.34,0.0,72531,S-24,MLL,11.976,no-declared,16.36,21.34,national,baleares,16.36,0.0,OK,,2026-04-20..2026-04-26,1.38,1.38,OK,0.0,0.0
Z97X-2604-172276,4184581,,21.5,6.22,72531,*B2C,MLL,10.8,no-declared,16.47,21.5,national,baleares,16.47,0.0,OK,,2026-03-30..2026-04-05,1.28,1.27,OK,0.01,0.01
26121507,4636785,,21.51,0.0,72531,S-48,MEL,1.0,no-declared,10.57,21.51,,,,,UNVERIFIED,service not modelled (S-48),2026-04-20..2026-04-26,1.14,,NO-INDEX,,
ES26018798_2,4398803,,21.79,0.0,72531,CLS,IT,17.8,no-declared,17.83,21.79,international,ITALIA,17.83,0.0,OK,,2026-04-13..2026-04-19,3.56,3.56,OK,0.0,0.0
26020002_2,4486035,,21.79,0.0,72531,CLS,IT,15.572,no-declared,17.83,21.79,international,ITALIA,17.83,0.0,OK,,2026-04-13..2026-04-19,3.56,3.56,OK,0.0,0.0
26022375_2,4721578,,21.8,0.0,72531,CLS,IT,15.743,no-declared,17.83,21.8,international,ITALIA,17.83,0.0,OK,,2026-04-27..2026-05-03,3.57,3.56,OK,0.01,0.01
26022509,4738746,,21.8,0.0,72531,CLS,IT,15.6,no-declared,17.83,21.8,international,ITALIA,17.83,0.0,OK,,2026-04-27..2026-05-03,3.57,3.56,OK,0.01,0.01
26020105,4501119,,21.85,0.0,72531,CLS,IT,16.05,no-declared,17.83,21.85,international,ITALIA,17.83,0.0,OK,,2026-04-13..2026-04-19,3.62,3.56,MISMATCH,0.06,0.06
26020790,4568108,,22.1,0.0,72531,CLS,IT,15.401,no-declared,17.83,22.1,international,ITALIA,17.83,0.0,OK,,2026-04-20..2026-04-26,3.62,3.63,OK,-0.01,-0.01
ES26022548,4741934,13.89,22.25,21.05,72531,*B2C,MLL,11.74,ok,16.47,22.25,national,baleares,16.47,0.0,OK,,2026-04-27..2026-05-03,1.38,1.37,OK,0.01,0.01
ES26019089,4414115,58.25,22.32,11.15,72531,*B2C,ELF,58.25,ok,20.75,22.32,national,area_bcn/corto/medio/largo,20.75,0.0,OK,heavy-approx,2026-04-13..2026-04-19,1.57,1.57,OK,0.0,0.0
ES26017764,4305093,58.09,22.36,15.06,72531,*B2C,ALG,58.09,ok,20.75,22.36,national,area_bcn/corto/medio/largo,20.75,0.0,OK,heavy-approx,2026-04-06..2026-04-12,1.61,1.61,OK,0.0,0.0
ES26022890,4780730,46.74,23.61,30.58,72531,*B2C,MAL,46.74,ok,16.79,23.61,national,area_bcn/corto/medio/largo,16.79,0.0,OK,,2026-04-27..2026-05-03,1.82,1.40,MISMATCH,0.42,0.42
26020242,4501164,,23.66,0.0,72531,CLS,IT,15.35,no-declared,17.83,23.66,international,ITALIA,17.83,0.0,OK,,2026-04-13..2026-04-19,3.93,3.56,MISMATCH,0.37,0.37
26021130,4592680,,23.66,0.0,72531,CLS,IT,16.45,no-declared,17.83,23.66,international,ITALIA,17.83,0.0,OK,,2026-04-20..2026-04-26,3.93,3.63,MISMATCH,0.3,0.3
ES26017721,4301172,117.95,50.34,29.4,72531,*B2C,COR,117.95,ok,46.71,50.34,national,area_bcn/corto/medio/largo,46.71,0.0,OK,heavy-approx,2026-04-06..2026-04-12,3.63,3.62,OK,0.01,0.01
ES26017703,4300170,9.5,24.26,5.85,72531,*B2C,CAD,62.64,STRAY-HIGH,22.51,24.26,national,area_bcn/corto/medio/largo,22.51,0.0,OK,heavy-approx,2026-04-06..2026-04-12,1.75,1.74,OK,0.01,0.01
26120491,4537607,,24.39,0.0,72531,S-24,MAD,73.92,no-declared,20.83,24.39,national,area_bcn/corto/medio/largo,20.83,0.0,OK,heavy-approx,2026-04-20..2026-04-26,1.76,1.76,OK,0.0,0.0
ES26018292,4346203,58.3,24.8,28.44,72531,*B2C,LIS,58.3,ok,22.19,24.8,national,portugal,22.19,0.0,OK,heavy-approx,2026-04-06..2026-04-12,1.72,1.72,OK,0.0,0.0
26020080,4486093,,25.14,0.0,72531,COUR,IT,1.6,no-declared,19.12,25.14,,,,,UNVERIFIED,service not modelled (COUR),2026-04-13..2026-04-19,4.12,,NO-INDEX,,
ES26019472,4445513,59.21,25.29,28.91,72531,*B2C,FAR,59.21,ok,22.66,25.29,national,portugal,22.66,0.0,OK,heavy-approx,2026-04-13..2026-04-19,1.72,1.72,OK,0.0,0.0
Z97X-2604-175194,4463163,3.24,31.79,5.47,72531,S-13,SAN,25.661,STRAY-HIGH,29.55,31.79,,,,,UNVERIFIED,service not modelled (S-13),2026-04-13..2026-04-19,2.24,,NO-INDEX,,
C126643 / 157883 SAT,60499,,25.78,0.0,72531,CLS,BAR,11.832,no-declared,21.42,25.78,international,,,,UNVERIFIED,country not in tariff (ESPANA),2026-04-20..2026-04-26,4.36,4.36,OK,0.0,0.0
26021545,4619517,,26.49,0.0,72531,S-24,BAR,104.64,no-declared,19.43,26.49,national,area_bcn/corto/medio/largo,19.43,0.0,OK,heavy-approx,2026-04-20..2026-04-26,2.06,1.64,MISMATCH,0.42,0.42
26021416,4619480,,26.79,0.0,72531,S-24,ALI,70.0,no-declared,19.71,26.79,national,area_bcn/corto/medio/largo,19.71,0.0,OK,heavy-approx,2026-04-20..2026-04-26,2.08,1.66,MISMATCH,0.42,0.42
26020266,4501177,,27.18,0.0,72531,S-24,ALG,72.0,no-declared,20.27,27.18,national,area_bcn/corto/medio/largo,20.27,0.0,OK,heavy-approx,2026-04-13..2026-04-19,1.91,1.53,MISMATCH,0.38,0.38
26021924,4689008,,27.21,0.0,72531,S-24,OPO,43.95,no-declared,24.21,27.21,national,portugal,24.21,0.0,OK,,2026-04-27..2026-05-03,2.03,2.01,OK,0.02,0.02
26021091,4592650,,27.22,0.0,72531,S-24,OPO,44.85,no-declared,24.21,27.22,national,portugal,24.21,0.0,OK,,2026-04-20..2026-04-26,2.04,2.04,OK,0.0,0.0
26021368,4619453,,27.26,0.0,72531,S-24,LER,86.4,no-declared,16.68,27.26,national,area_bcn/corto/medio/largo,16.68,0.0,OK,heavy-approx,2026-04-20..2026-04-26,2.08,1.66,MISMATCH,0.42,0.42
ES26018257,4346133,116.21,49.86,21.59,72531,*B2C,HUL,116.21,ok,46.27,49.86,national,area_bcn/corto/medio/largo,46.27,0.0,OK,heavy-approx,2026-04-06..2026-04-12,3.59,3.58,OK,0.01,0.01
26020695,4568087,,27.4,0.0,72531,S-24,OVI,72.0,no-declared,20.27,27.4,national,area_bcn/corto/medio/largo,20.27,0.0,OK,heavy-approx,2026-04-20..2026-04-26,2.13,1.71,MISMATCH,0.42,0.42
ES26018848_2,4400334,,27.43,0.0,72531,CLS,IT,20.8,no-declared,22.53,27.43,international,ITALIA,22.53,0.0,OK,,2026-04-13..2026-04-19,4.5,4.50,OK,0.0,0.0
ES26019713_2,4460309,,27.43,0.0,72531,CLS,IT,21.8,no-declared,22.53,27.43,international,ITALIA,22.53,0.0,OK,,2026-04-13..2026-04-19,4.5,4.50,OK,0.0,0.0
26020089,4486099,,27.43,0.0,72531,CLS,IT,22.2,no-declared,22.53,27.43,international,ITALIA,22.53,0.0,OK,,2026-04-13..2026-04-19,4.5,4.50,OK,0.0,0.0
26021825_3,4636862,,27.51,0.0,72531,CLS,IT,21.4,no-declared,22.53,27.51,international,ITALIA,22.53,0.0,OK,,2026-04-20..2026-04-26,4.58,4.58,OK,0.0,0.0
ES26018252,4346129,116.15,50.36,21.59,72531,*B2C,ALM,116.15,ok,46.27,50.36,national,area_bcn/corto/medio/largo,46.27,0.0,OK,heavy-approx,2026-04-06..2026-04-12,3.59,3.58,OK,0.01,0.01
ES26022880,4779924,58.58,27.91,17.78,72531,*B2C,SEV,58.58,ok,20.75,27.91,national,area_bcn/corto/medio/largo,20.75,0.0,OK,heavy-approx,2026-04-27..2026-05-03,2.16,1.73,MISMATCH,0.43,0.43
26019950,4486012,,28.09,0.0,72531,S-24,VAL,74.88,no-declared,21.11,28.09,national,area_bcn/corto/medio/largo,21.11,0.0,OK,heavy-approx,2026-04-13..2026-04-19,1.98,1.60,MISMATCH,0.38,0.38
ES26019892,4474396,59.82,28.69,14.27,72531,*B2C,LER,78.0,ok,21.67,28.69,national,area_bcn/corto/medio/largo,21.67,0.0,OK,heavy-approx,2026-04-13..2026-04-19,2.02,1.64,MISMATCH,0.38,0.38
26021557_2,4619530,,28.94,0.0,72531,CLS,AT,22.35,no-declared,23.72,28.94,international,AUSTRIA,23.72,0.0,OK,,2026-04-20..2026-04-26,4.82,4.82,OK,0.0,0.0
ES26019893,4474427,1.16,41.76,11.75,72531,CLS,IT,1.97,STRAY-HIGH,9.47,41.76,international,ITALIA,9.47,0.0,OK,,2026-04-13..2026-04-19,6.89,6.89,OK,0.0,0.0
ES26019895,4474482,1.16,41.76,11.75,72531,CLS,IT,1.4,ok,9.47,41.76,international,ITALIA,9.47,0.0,OK,,2026-04-13..2026-04-19,6.89,6.89,OK,0.0,0.0
26020737,4568075,,29.32,0.0,72531,CLS,IT,21.1,no-declared,22.53,29.32,international,ITALIA,22.53,0.0,OK,,2026-04-20..2026-04-26,4.89,4.58,MISMATCH,0.31,0.31
ES26022600,4749840,,41.04,10.31,72531,CLS,IT,0.2,no-declared,8.66,41.04,international,ITALIA,8.66,0.0,OK,,2026-04-27..2026-05-03,6.73,6.73,OK,0.0,0.0
ES26022525,4739095,2.64,43.74,12.26,72531,CLS,IT,3.917,ok,11.12,43.74,international,ITALIA,11.12,0.0,OK,,2026-04-27..2026-05-03,7.22,7.22,OK,0.0,0.0
26016686,4592713,,30.48,0.0,72531,S-24,MAD,100.0,no-declared,28.11,30.48,national,area_bcn/corto/medio/largo,28.11,0.0,OK,heavy-approx,2026-04-20..2026-04-26,2.37,2.37,OK,0.0,0.0
ES26017875,4317408,0.56,40.63,8.66,72531,CLS,IT,0.9,ok,8.66,40.63,international,ITALIA,8.66,0.0,OK,,2026-04-06..2026-04-12,6.57,6.57,OK,0.0,0.0
ES26017884,4317594,,40.63,8.66,72531,CLS,IT,0.384,no-declared,8.66,40.63,international,ITALIA,8.66,0.0,OK,,2026-04-06..2026-04-12,6.57,6.57,OK,0.0,0.0
ES26022523,4738833,11.02,51.8,19.54,72531,CLS,IT,15.401,ok,17.83,51.8,international,ITALIA,17.83,0.0,OK,,2026-04-27..2026-05-03,8.57,8.56,OK,0.01,0.01
