ID del pedido,Seguimiento courier,Fecha de envío,Tarifa base,Peso facturable,Peso original,Contra reembolso (COD),Dimensión,Combustible,Paquetes,Seguro,Zona remota,Corrección de dirección,Derechos de exportación,Otros,Total mensajería,Total original,Fecha de recogida,Fecha de entrega,Días en tránsito,Días en tránsito (SLA),Razón,Sobrecargo total,Total esperado (checker),Sobrecargo (checker),Veredicto (checker),Razón (checker)
Z97X-2604-172302,4187755,04.02.2026,2.96,26.01,-,0,0,0.21,0.0,0,0,0,0,0.0,12.06,3.17,02.04.2026,07.04.2026,5,1,Delay,12.06,12.05,0.01,OK,
26022120,4689154,21.05.2026,0.0,2.75,-,0,0,0.0,0.0,0,0,0,0,0.0,12.11,0.0,21.05.2026,21.05.2026,-,-,Additional shipment,12.11,12.11,0.0,OK,
26020529,4537568,21.05.2026,0.0,0.86,-,0,0,0.0,0.0,0,0,0,0,0.0,12.14,0.0,21.05.2026,21.05.2026,-,-,Additional shipment,12.14,12.14,0.0,OK,
26021556,4619528,21.05.2026,0.0,2.95,-,0,0,0.0,0.0,0,0,0,0,0.0,12.14,0.0,21.05.2026,21.05.2026,-,-,Additional shipment,12.14,12.14,0.0,OK,
ES26022669,4763439,21.05.2026,10.94,17.36,17.36,0,0,2.85,0.2,0,0,0,0,0.0,12.3,13.99,30.04.2026,21.05.2026,0,1,Delay,12.3,12.3,0.0,OK,
ES26022839,4772891,21.05.2026,10.94,16.2,16.2,0,0,2.85,0.2,0,0,0,0,0.0,12.3,13.99,30.04.2026,04.05.2026,4,1,Delay,12.3,12.3,0.0,OK,
26022253,4721449,21.05.2026,0.0,3.07,-,0,0,0.0,0.0,0,0,0,0,0.0,12.36,0.0,21.05.2026,21.05.2026,-,-,Additional shipment,12.36,12.36,0.0,OK,
26022259,4721464,21.05.2026,0.0,1.13,-,0,0,0.0,0.0,0,0,0,0,0.0,12.36,0.0,21.05.2026,21.05.2026,-,-,Additional shipment,12.36,12.36,0.0,OK,
26022260,4721469,21.05.2026,0.0,1.13,-,0,0,0.0,0.0,0,0,0,0,0.0,12.36,0.0,21.05.2026,21.05.2026,-,-,Additional shipment,12.36,12.36,0.0,OK,
26022261,4721471,21.05.2026,0.0,1.09,-,0,0,0.0,0.0,0,0,0,0,0.0,12.36,0.0,21.05.2026,21.05.2026,-,-,Additional shipment,12.36,12.36,0.0,OK,
26022262,4721475,21.05.2026,0.0,1.13,-,0,0,0.0,0.0,0,0,0,0,0.0,12.36,0.0,21.05.2026,21.05.2026,-,-,Additional shipment,12.36,12.36,0.0,OK,
26022348,4721548,21.05.2026,0.0,1.97,-,0,0,0.0,0.0,0,0,0,0,0.0,12.36,0.0,21.05.2026,21.05.2026,-,-,Additional shipment,12.36,12.36,0.0,OK,
26020879,4568168,21.05.2026,0.0,1.13,-,0,0,0.0,0.0,0,0,0,0,0.0,12.4,0.0,21.05.2026,21.05.2026,-,-,Additional shipment,12.4,12.4,0.0,OK,
26021109,4592661,21.05.2026,0.0,1.03,-,0,0,0.0,0.0,0,0,0,0,0.0,12.4,0.0,21.05.2026,21.05.2026,-,-,Additional shipment,12.4,12.4,0.0,OK,
26021094,4592653,21.05.2026,0.0,25.65,-,0,0,0.0,0.0,0,0,0,0,0.0,12.46,0.0,21.05.2026,21.05.2026,-,-,Additional shipment,12.46,12.46,0.0,OK,
ES26022814,4769787,21.05.2026,5.64,10.46,8,0,0,1.46,0.0,0,3,0,0,0.0,12.52,7.1,30.04.2026,04.05.2026,4,1,Delay,12.52,12.51,0.01,OK,
26020724_2,4568062,21.05.2026,0.0,4.5,-,0,0,0.0,0.0,0,0,0,0,0.0,12.55,0.0,21.05.2026,21.05.2026,-,-,Additional shipment,12.55,12.55,0.0,OK,
ES26019254,4431348,21.05.2026,3.18,10.85,6,0,0,0.0,0.2,0,3,0,0,0.0,12.62,3.38,15.04.2026,20.04.2026,5,1,Delay,12.62,12.62,0.0,OK,Peso
26020809,4568124,21.05.2026,0.0,1.02,-,0,0,0.0,0.0,0,0,0,0,0.0,12.63,0.0,21.05.2026,21.05.2026,-,-,Additional shipment,12.63,12.33,0.3,OK,Combustible
Z97X-2604-175349_2,4476718,21.05.2026,0.0,5.4,-,0,0,0.0,0.0,0,0,0,0,0.0,12.69,0.0,21.05.2026,21.05.2026,-,-,Additional shipment,12.69,12.69,0.0,OK,
ES26016914_2,4169302,04.01.2026,0.0,2.46,-,0,0,0.0,0.0,0,0,0,0,0.0,12.71,0.0,21.05.2026,21.05.2026,-,-,Additional shipment,12.71,12.71,0.0,OK,
ES26017785_3,4307541,04.09.2026,0.0,2.8,-,0,0,0.0,0.0,0,0,0,0,0.0,12.71,0.0,21.05.2026,21.05.2026,-,-,Additional shipment,12.71,12.71,0.0,OK,
ES26017919,4324522,04.10.2026,9.47,2.46,1.32,0,0,0.0,0.0,0,0,0,0,0.0,12.71,9.47,10.04.2026,17.04.2026,7,4,Delay,12.71,12.71,0.0,OK,Peso
ES26022830,4772010,21.05.2026,16.79,26.0,25.98,0,0,4.37,0.4,0,0,0,0,0.0,12.73,21.56,30.04.2026,05.05.2026,5,1,Delay,12.73,12.72,0.01,OK,
ES26018523,4365657,21.05.2026,7.27,10.15,3.71,0,0,0.0,0.0,0,0,0,0,0.0,21.02,7.27,13.04.2026,14.04.2026,1,2,Rate; Fuel; Dimensions; Parcels; Other; ShipmentWeight,12.75,21.02,0.0,OK,Peso
ES26019513_2,4452406,21.05.2026,0.0,2.98,-,0,0,0.0,0.0,0,0,0,0,0.0,12.76,0.0,21.05.2026,21.05.2026,-,-,Additional shipment,12.76,12.76,0.0,OK,
26020001,4486031,21.05.2026,0.0,2.02,-,0,0,0.0,0.0,0,0,0,0,0.0,12.76,0.0,21.05.2026,21.05.2026,-,-,Additional shipment,12.76,12.76,0.0,OK,
26021939_2,4689053,21.05.2026,0.0,2.81,-,0,0,0.0,0.0,0,0,0,0,0.0,12.76,0.0,21.05.2026,21.05.2026,-,-,Additional shipment,12.76,12.76,0.0,OK,
26022071,4689126,21.05.2026,0.0,2.4,-,0,0,0.0,0.0,0,0,0,0,0.0,12.76,0.0,21.05.2026,21.05.2026,-,-,Additional shipment,12.76,12.76,0.0,OK,
26022136,4689164,21.05.2026,0.0,2.55,-,0,0,0.0,0.0,0,0,0,0,0.0,12.76,0.0,21.05.2026,21.05.2026,-,-,Additional shipment,12.76,12.76,0.0,OK,
ES26022697_4,4764720,21.05.2026,0.0,2.46,-,0,0,0.0,0.0,0,0,0,0,0.0,12.76,0.0,21.05.2026,21.05.2026,-,-,Additional shipment,12.76,12.76,0.0,OK,
26020242_3,4501166,21.05.2026,0.0,2.12,-,0,0,0.0,0.0,0,0,0,0,0.0,12.79,0.0,21.05.2026,21.05.2026,-,-,Additional shipment,12.79,12.76,0.03,OK,
26020248,4501171,21.05.2026,0.0,2.27,-,0,0,0.0,0.0,0,0,0,0,0.0,12.79,0.0,21.05.2026,21.05.2026,-,-,Additional shipment,12.79,12.76,0.03,OK,
26020657,4537610,21.05.2026,0.0,2.98,-,0,0,0.0,0.0,0,0,0,0,0.0,12.79,0.0,21.05.2026,21.05.2026,-,-,Additional shipment,12.79,12.8,-0.01,OK,
26020740_2,4568080,21.05.2026,0.0,2.19,-,0,0,0.0,0.0,0,0,0,0,0.0,12.79,0.0,21.05.2026,21.05.2026,-,-,Additional shipment,12.79,12.8,-0.01,OK,
26020745,4568086,21.05.2026,0.0,2.02,-,0,0,0.0,0.0,0,0,0,0,0.0,12.79,0.0,21.05.2026,21.05.2026,-,-,Additional shipment,12.79,12.8,-0.01,OK,
26020754,4568096,21.05.2026,0.0,2.8,-,0,0,0.0,0.0,0,0,0,0,0.0,12.79,0.0,21.05.2026,21.05.2026,-,-,Additional shipment,12.79,12.8,-0.01,OK,
26020924,4568221,21.05.2026,0.0,2.6,-,0,0,0.0,0.0,0,0,0,0,0.0,12.79,0.0,21.05.2026,21.05.2026,-,-,Additional shipment,12.79,12.8,-0.01,OK,
26021116,4592673,21.05.2026,0.0,2.19,-,0,0,0.0,0.0,0,0,0,0,0.0,12.79,0.0,21.05.2026,21.05.2026,-,-,Additional shipment,12.79,12.8,-0.01,OK,
26021116_2,4592674,21.05.2026,0.0,2.8,-,0,0,0.0,0.0,0,0,0,0,0.0,12.79,0.0,21.05.2026,21.05.2026,-,-,Additional shipment,12.79,12.8,-0.01,OK,
26021173,4592717,21.05.2026,0.0,2.12,-,0,0,0.0,0.0,0,0,0,0,0.0,12.79,0.0,21.05.2026,21.05.2026,-,-,Additional shipment,12.79,12.8,-0.01,OK,
26021174,4592718,21.05.2026,0.0,3.0,-,0,0,0.0,0.0,0,0,0,0,0.0,12.79,0.0,21.05.2026,21.05.2026,-,-,Additional shipment,12.79,12.8,-0.01,OK,
26021381,4619458,21.05.2026,0.0,2.2,-,0,0,0.0,0.0,0,0,0,0,0.0,12.79,0.0,21.05.2026,21.05.2026,-,-,Additional shipment,12.79,12.8,-0.01,OK,
26021384,4619461,21.05.2026,0.0,2.19,-,0,0,0.0,0.0,0,0,0,0,0.0,12.79,0.0,21.05.2026,21.05.2026,-,-,Additional shipment,12.79,12.8,-0.01,OK,
26021514,4619512,21.05.2026,0.0,2.02,-,0,0,0.0,0.0,0,0,0,0,0.0,12.79,0.0,21.05.2026,21.05.2026,-,-,Additional shipment,12.79,12.8,-0.01,OK,
26021565,4619534,21.05.2026,0.0,2.88,-,0,0,0.0,0.0,0,0,0,0,0.0,12.79,0.0,21.05.2026,21.05.2026,-,-,Additional shipment,12.79,12.8,-0.01,OK,
26021841,4636876,21.05.2026,0.0,2.32,-,0,0,0.0,0.0,0,0,0,0,0.0,12.79,0.0,21.05.2026,21.05.2026,-,-,Additional shipment,12.79,12.8,-0.01,OK,
291020100268,3763504,21.05.2026,0.0,37.45,-,0,0,0.0,0.0,0,0,0,0,0.0,12.86,0.0,21.05.2026,21.05.2026,-,-,Additional shipment,12.86,12.87,-0.01,OK,
26020066,4486083,21.05.2026,0.0,30.45,-,0,0,0.0,0.0,0,0,0,0,0.0,12.86,0.0,21.05.2026,21.05.2026,-,-,Additional shipment,12.86,12.87,-0.01,OK,
26020190,4501150,21.05.2026,0.0,31.8,-,0,0,0.0,0.0,0,0,0,0,0.0,12.86,0.0,21.05.2026,21.05.2026,-,-,Additional shipment,12.86,12.87,-0.01,OK,
26020226,4501161,21.05.2026,0.0,34.05,-,0,0,0.0,0.0,0,0,0,0,0.0,12.86,0.0,21.05.2026,21.05.2026,-,-,Additional shipment,12.86,12.87,-0.01,OK,
26020371,4501224,21.05.2026,0.0,31.34,-,0,0,0.0,0.0,0,0,0,0,0.0,12.86,0.0,21.05.2026,21.05.2026,-,-,Additional shipment,12.86,12.87,-0.01,OK,
26020904,4568206,21.05.2026,0.0,4.35,-,0,0,0.0,0.0,0,0,0,0,0.0,12.93,0.0,21.05.2026,21.05.2026,-,-,Additional shipment,12.93,12.93,0.0,OK,
26021930,4689026,21.05.2026,0.0,35.2,-,0,0,0.0,0.0,0,0,0,0,0.0,12.96,0.0,21.05.2026,21.05.2026,-,-,Additional shipment,12.96,12.96,0.0,OK,
26022201,4721408,21.05.2026,0.0,35.15,-,0,0,0.0,0.0,0,0,0,0,0.0,12.96,0.0,21.05.2026,21.05.2026,-,-,Additional shipment,12.96,12.96,0.0,OK,
26022290,4721500,21.05.2026,0.0,38.4,-,0,0,0.0,0.0,0,0,0,0,0.0,12.96,0.0,21.05.2026,21.05.2026,-,-,Additional shipment,12.96,12.96,0.0,OK,
26022498,4738742,21.05.2026,0.0,31.2,-,0,0,0.0,0.0,0,0,0,0,0.0,12.96,0.0,21.05.2026,21.05.2026,-,-,Additional shipment,12.96,12.96,0.0,OK,
26020431,4537522,21.05.2026,0.0,35.6,-,0,0,0.0,0.0,0,0,0,0,0.0,12.97,0.0,21.05.2026,21.05.2026,-,-,Additional shipment,12.97,12.97,0.0,OK,
26020512,4537559,21.05.2026,0.0,35.09,-,0,0,0.0,0.0,0,0,0,0,0.0,12.97,0.0,21.05.2026,21.05.2026,-,-,Additional shipment,12.97,12.97,0.0,OK,
26020521,4537561,21.05.2026,0.0,36.27,-,0,0,0.0,0.0,0,0,0,0,0.0,12.97,0.0,21.05.2026,21.05.2026,-,-,Additional shipment,12.97,12.97,0.0,OK,
26021044,4592641,21.05.2026,0.0,39.5,-,0,0,0.0,0.0,0,0,0,0,0.0,12.97,0.0,21.05.2026,21.05.2026,-,-,Additional shipment,12.97,12.97,0.0,OK,
26021651,4636779,21.05.2026,0.0,30.25,-,0,0,0.0,0.0,0,0,0,0,0.0,12.97,0.0,21.05.2026,21.05.2026,-,-,Additional shipment,12.97,12.97,0.0,OK,
26020012,4486053,21.05.2026,0.0,2.02,-,0,0,0.0,0.0,0,0,0,0,0.0,13.01,0.0,21.05.2026,21.05.2026,-,-,Additional shipment,13.01,13.01,0.0,OK,
ES26018367,4347624,04.11.2026,12.95,68.61,68.61,0,0,0.0,0.0,0,0,0,0,0.0,27.1,12.95,13.04.2026,14.04.2026,1,1,Rate; Fuel; Dimensions; Parcels; Other,13.15,27.1,0.0,OK,
26020522,4537562,21.05.2026,0.0,1.13,-,0,0,0.0,0.0,0,0,0,0,0.0,13.19,0.0,21.05.2026,21.05.2026,-,-,Additional shipment,13.19,13.19,0.0,OK,
26020551,4537580,21.05.2026,0.0,1.91,-,0,0,0.0,0.0,0,0,0,0,0.0,13.19,0.0,21.05.2026,21.05.2026,-,-,Additional shipment,13.19,13.19,0.0,OK,
Z97X-2604-173285_2,4328450,04.10.2026,0.0,6.2,-,0,0,0.0,0.0,0,0,0,0,0.0,13.31,0.0,21.05.2026,21.05.2026,-,-,Additional shipment,13.31,13.31,0.0,OK,
26022303,4721508,21.05.2026,0.0,6.2,-,0,0,0.0,0.0,0,0,0,0,0.0,13.36,0.0,21.05.2026,21.05.2026,-,-,Additional shipment,13.36,13.36,0.0,OK,
Z97X-2604-172369,4232508,04.07.2026,2.96,25.2,-,0,0,0.21,0.0,0,0,0,0,0.0,18.54,3.17,07.04.2026,09.04.2026,2,1,Rate; Fuel; Dimensions; Parcels; Other; ShipmentWeight,13.37,18.54,0.0,OK,
Z97X-2604-174328,4404969,21.05.2026,3.88,30.45,3,0,0,0.0,0.3,0,0,0,0,0.0,20.44,4.18,14.04.2026,15.04.2026,1,1,Rate; Fuel; Dimensions; Parcels; Other; ShipmentWeight,13.56,20.44,0.0,OK,Peso
ES26016958,4171822,04.01.2026,6.23,27.05,24.74,0,0,0.44,0.0,0,0,0,0,0.0,13.59,6.67,01.04.2026,06.04.2026,5,1,Delay,13.59,13.59,0.0,OK,
Z97X-2604-172370,4232867,04.07.2026,2.96,29.4,-,0,0,0.21,0.0,0,0,0,0,0.0,18.79,3.17,07.04.2026,08.04.2026,1,1,Rate; Fuel; Dimensions; Parcels; Other; ShipmentWeight,13.62,18.79,0.0,OK,
26021114,4592668,21.05.2026,0.0,5.47,-,0,0,0.0,0.0,0,0,0,0,0.0,13.62,0.0,21.05.2026,21.05.2026,-,-,Additional shipment,13.62,13.62,0.0,OK,
ES26022675,4763680,21.05.2026,16.79,26.08,26.08,0,0,4.37,0.2,0,0,0,0,0.0,13.67,21.36,30.04.2026,04.05.2026,4,1,Delay,13.67,13.66,0.01,OK,
ES26017698_3,4299286,04.09.2026,0.0,3.05,-,0,0,0.0,0.0,0,0,0,0,0.0,13.69,0.0,21.05.2026,21.05.2026,-,-,Additional shipment,13.69,13.69,0.0,OK,
ES26017785_2,4307540,04.09.2026,0.0,3.92,-,0,0,0.0,0.0,0,0,0,0,0.0,13.69,0.0,21.05.2026,21.05.2026,-,-,Additional shipment,13.69,13.69,0.0,OK,
ES26017918_2,4324198,04.10.2026,0.0,3.05,-,0,0,0.0,0.0,0,0,0,0,0.0,13.69,0.0,21.05.2026,21.05.2026,-,-,Additional shipment,13.69,13.69,0.0,OK,
26020496,4537552,21.05.2026,0.0,7.92,-,0,0,0.0,0.0,0,0,0,0,0.0,13.69,0.0,21.05.2026,21.05.2026,-,-,Additional shipment,13.69,13.69,0.0,OK,
26020726,4568067,21.05.2026,0.0,7.15,-,0,0,0.0,0.0,0,0,0,0,0.0,13.69,0.0,21.05.2026,21.05.2026,-,-,Additional shipment,13.69,13.69,0.0,OK,
26020875,4568156,21.05.2026,0.0,2.02,-,0,0,0.0,0.0,0,0,0,0,0.0,13.7,0.0,21.05.2026,21.05.2026,-,-,Additional shipment,13.7,13.39,0.31,OK,Combustible
FR26022010_2,4673419,21.05.2026,0.0,8.45,-,0,0,0.0,0.0,0,0,0,0,0.0,13.7,0.0,21.05.2026,21.05.2026,-,-,Additional shipment,13.7,13.69,0.01,OK,
26021499,4619506,21.05.2026,0.0,47.25,-,0,0,0.0,0.0,0,0,0,0,0.0,13.72,0.0,21.05.2026,21.05.2026,-,-,Additional shipment,13.72,13.72,0.0,OK,
ES26019192_2,4428361,21.05.2026,0.0,3.6,-,0,0,0.0,0.0,0,0,0,0,0.0,13.74,0.0,21.05.2026,21.05.2026,-,-,Additional shipment,13.74,13.74,0.0,OK,
26020002,4486032,21.05.2026,0.0,3.13,-,0,0,0.0,0.0,0,0,0,0,0.0,13.74,0.0,21.05.2026,21.05.2026,-,-,Additional shipment,13.74,13.74,0.0,OK,
26020088_2,4486098,21.05.2026,0.0,3.92,-,0,0,0.0,0.0,0,0,0,0,0.0,13.74,0.0,21.05.2026,21.05.2026,-,-,Additional shipment,13.74,13.74,0.0,OK,
26021936,4689042,21.05.2026,0.0,4.0,-,0,0,0.0,0.0,0,0,0,0,0.0,13.74,0.0,21.05.2026,21.05.2026,-,-,Additional shipment,13.74,13.74,0.0,OK,
26022074,4689132,21.05.2026,0.0,3.6,-,0,0,0.0,0.0,0,0,0,0,0.0,13.74,0.0,21.05.2026,21.05.2026,-,-,Additional shipment,13.74,13.74,0.0,OK,
26022138,4689166,21.05.2026,0.0,3.92,-,0,0,0.0,0.0,0,0,0,0,0.0,13.74,0.0,21.05.2026,21.05.2026,-,-,Additional shipment,13.74,13.74,0.0,OK,
26022144,4689173,21.05.2026,0.0,3.2,-,0,0,0.0,0.0,0,0,0,0,0.0,13.74,0.0,21.05.2026,21.05.2026,-,-,Additional shipment,13.74,13.74,0.0,OK,
26022252_2,4721447,21.05.2026,0.0,3.96,-,0,0,0.0,0.0,0,0,0,0,0.0,13.74,0.0,21.05.2026,21.05.2026,-,-,Additional shipment,13.74,13.74,0.0,OK,
26022380,4721590,21.05.2026,0.0,3.02,-,0,0,0.0,0.0,0,0,0,0,0.0,13.74,0.0,21.05.2026,21.05.2026,-,-,Additional shipment,13.74,13.74,0.0,OK,
26020095_2,4501114,21.05.2026,0.0,4.0,-,0,0,0.0,0.0,0,0,0,0,0.0,13.78,0.0,21.05.2026,21.05.2026,-,-,Additional shipment,13.78,13.74,0.04,OK,Combustible
26020652,4537603,21.05.2026,0.0,3.92,-,0,0,0.0,0.0,0,0,0,0,0.0,13.78,0.0,21.05.2026,21.05.2026,-,-,Additional shipment,13.78,13.78,0.0,OK,
26020744,4568084,21.05.2026,0.0,3.05,-,0,0,0.0,0.0,0,0,0,0,0.0,13.78,0.0,21.05.2026,21.05.2026,-,-,Additional shipment,13.78,13.78,0.0,OK,
26020754_2,4568097,21.05.2026,0.0,3.6,-,0,0,0.0,0.0,0,0,0,0,0.0,13.78,0.0,21.05.2026,21.05.2026,-,-,Additional shipment,13.78,13.78,0.0,OK,
26021822,4636855,21.05.2026,0.0,3.92,-,0,0,0.0,0.0,0,0,0,0,0.0,13.78,0.0,21.05.2026,21.05.2026,-,-,Additional shipment,13.78,13.78,0.0,OK,
26021825,4636860,21.05.2026,0.0,3.92,-,0,0,0.0,0.0,0,0,0,0,0.0,13.78,0.0,21.05.2026,21.05.2026,-,-,Additional shipment,13.78,13.78,0.0,OK,
26022256,4721458,21.05.2026,0.0,6.2,-,0,0,0.0,0.0,0,0,0,0,0.0,13.78,0.0,21.05.2026,21.05.2026,-,-,Additional shipment,13.78,13.78,0.0,OK,
Z97X-2604-172223,4179663,04.01.2026,2.96,45.69,-,0,0,0.21,0.0,0,0,0,0,0.0,13.79,3.17,02.04.2026,07.04.2026,5,1,Delay,13.79,13.79,0.0,OK,
26021106,4592657,21.05.2026,0.0,6.8,-,0,0,0.0,0.0,0,0,0,0,0.0,13.82,0.0,21.05.2026,21.05.2026,-,-,Additional shipment,13.82,13.82,0.0,OK,
26021789,4636849,21.05.2026,0.0,145.89,-,0,0,0.0,0.0,0,0,0,0,0.0,13.88,0.0,21.05.2026,21.05.2026,-,-,Additional shipment,13.88,,,UNVERIFIED,
26021241,4592727,21.05.2026,0.0,28.55,-,0,0,0.0,0.0,0,0,0,0,0.0,13.91,0.0,21.05.2026,21.05.2026,-,-,Additional shipment,13.91,13.91,0.0,OK,
Z97X-2604-171961,6132583,04.09.2026,2.96,50.0,-,0,0,0.21,0.0,0,0,0,0,0.0,18.09,3.17,09.04.2026,21.05.2026,0,1,Rate; Fuel; Parcels; Other; ShipmentWeight,13.92,18.09,0.0,OK,
26022267,4721488,21.05.2026,0.0,4.96,-,0,0,0.0,0.0,0,0,0,0,0.0,13.97,0.0,21.05.2026,21.05.2026,-,-,Additional shipment,13.97,13.72,0.25,OK,Combustible
ES26016705,4160243,04.01.2026,2.96,43.7,0.1,0,0,0.21,0.0,0,0,0,0,0.0,13.99,3.17,01.04.2026,06.04.2026,5,1,Delay,13.99,13.99,0.0,OK,
26021946_2,4689077,21.05.2026,0.0,3.13,-,0,0,0.0,0.0,0,0,0,0,0.0,13.99,0.0,21.05.2026,21.05.2026,-,-,Additional shipment,13.99,13.99,0.0,OK,
26020878,4568171,21.05.2026,0.0,6.9,-,0,0,0.0,0.0,0,0,0,0,0.0,14.07,0.0,21.05.2026,21.05.2026,-,-,Additional shipment,14.07,14.07,0.0,OK,
ES26018935,4402804,21.05.2026,2.96,26.01,0.1,0,0,0.0,0.0,0,0,0,0,0.0,18.06,2.96,14.04.2026,15.04.2026,1,1,Rate; Fuel; Dimensions; Parcels; Other; ShipmentWeight,14.1,18.06,0.0,OK,
ES26019739,4462070,21.05.2026,2.96,25.08,0.1,0,0,0.0,0.0,0,0,0,0,0.0,18.06,2.96,17.04.2026,20.04.2026,3,1,Rate; Fuel; Dimensions; Parcels; Other; ShipmentWeight,14.1,18.06,0.0,OK,
ES26017862,4316435,04.09.2026,2.96,25.54,0.1,0,0,0.0,0.0,0,0,0,0,0.0,18.09,2.96,09.04.2026,10.04.2026,1,1,Rate; Fuel; Dimensions; Parcels; Other; ShipmentWeight,14.13,18.09,0.0,OK,
ES26018118,4330674,04.10.2026,2.96,25.54,0.1,0,0,0.0,0.0,0,0,0,0,0.0,18.09,2.96,10.04.2026,13.04.2026,3,1,Rate; Fuel; Dimensions; Parcels; Other; ShipmentWeight,14.13,18.09,0.0,OK,
ES26018151,4332230,04.10.2026,2.96,25.54,0.1,0,0,0.0,0.0,0,0,0,0,0.0,18.09,2.96,10.04.2026,13.04.2026,3,1,Rate; Fuel; Dimensions; Parcels; Other; ShipmentWeight,14.13,18.09,0.0,OK,
26020724,4568060,21.05.2026,0.0,9.6,-,0,0,0.0,0.0,0,0,0,0,0.0,14.26,0.0,21.05.2026,21.05.2026,-,-,Additional shipment,14.26,14.26,0.0,OK,
26022212,4721419,21.05.2026,0.0,2.85,-,0,0,0.0,0.0,0,0,0,0,0.0,14.56,0.0,21.05.2026,21.05.2026,-,-,Additional shipment,14.56,14.26,0.3,OK,Combustible
26020814,4568120,21.05.2026,0.0,31.35,-,0,0,0.0,0.0,0,0,0,0,0.0,14.59,0.0,21.05.2026,21.05.2026,-,-,Additional shipment,14.59,14.47,0.12,OK,Combustible
26021948,4689079,21.05.2026,0.0,71.5,-,0,0,0.0,0.0,0,0,0,0,0.0,14.62,0.0,21.05.2026,21.05.2026,-,-,Additional shipment,14.62,14.61,0.01,OK,
Z97X-2604-172395_3,4237801,04.07.2026,0.0,4.06,-,0,0,0.0,0.0,0,0,0,0,0.0,14.68,0.0,21.05.2026,21.05.2026,-,-,Additional shipment,14.68,14.68,0.0,OK,
ES26017652_2,4298111,04.09.2026,0.0,4.02,-,0,0,0.0,0.0,0,0,0,0,0.0,14.68,0.0,21.05.2026,21.05.2026,-,-,Additional shipment,14.68,14.68,0.0,OK,
ES26017634,4297625,04.09.2026,6.9,36.4,33.16,0,0,2.42,0.3,0,0,0,0,0.0,14.72,9.62,09.04.2026,14.04.2026,5,1,Delay,14.72,13.86,0.86,MISMATCH,Tarifa base
26020884,4568183,21.05.2026,0.0,9.6,-,0,0,0.0,0.0,0,0,0,0,0.0,14.72,0.0,21.05.2026,21.05.2026,-,-,Additional shipment,14.72,14.72,0.0,OK,
ES26017077,4179488,04.01.2026,5.81,13.14,0.58,0,0,0.41,0.0,0,0,0,0,0.0,21.95,6.22,01.04.2026,02.04.2026,1,2,Rate; Fuel; Dimensions; Parcels; Other; ShipmentWeight,14.73,21.94,0.01,OK,Peso
26022057,4689116,21.05.2026,0.0,4.4,-,0,0,0.0,0.0,0,0,0,0,0.0,14.74,0.0,21.05.2026,21.05.2026,-,-,Additional shipment,14.74,14.74,0.0,OK,
26020242_2,4501165,21.05.2026,0.0,4.75,-,0,0,0.0,0.0,0,0,0,0,0.0,14.78,0.0,21.05.2026,21.05.2026,-,-,Additional shipment,14.78,14.74,0.04,OK,Combustible
26021111,4592669,21.05.2026,0.0,4.2,-,0,0,0.0,0.0,0,0,0,0,0.0,14.78,0.0,21.05.2026,21.05.2026,-,-,Additional shipment,14.78,14.78,0.0,OK,
26021111_2,4592670,21.05.2026,0.0,4.4,-,0,0,0.0,0.0,0,0,0,0,0.0,14.78,0.0,21.05.2026,21.05.2026,-,-,Additional shipment,14.78,14.78,0.0,OK,
26021130_2,4592682,21.05.2026,0.0,4.19,-,0,0,0.0,0.0,0,0,0,0,0.0,14.78,0.0,21.05.2026,21.05.2026,-,-,Additional shipment,14.78,14.78,0.0,OK,
ES26019382,4438816,21.05.2026,5.58,24.65,21.88,0,0,0.0,0.2,0,0,0,0,0.0,15.07,5.78,15.04.2026,23.04.2026,8,1,Extreme Delay,15.07,14.84,0.23,OK,Combustible
ES26015178,4370779,04.09.2026,4.33,75.0,10.53,0,0,0.3,0.0,0,0,0,0,0.0,22.75,4.63,26.03.2026,21.05.2026,0,1,Rate; Fuel; Dimensions; Parcels; Other; ShipmentWeight,15.12,,,UNVERIFIED,Peso
ES26018325,4346329,04.11.2026,5.58,21.2,21.2,0,0,0.0,0.0,0,0,0,0,0.0,15.16,5.58,13.04.2026,15.04.2026,2,1,Delay,15.16,15.16,0.0,OK,
26020294,4501192,21.05.2026,0.0,44.8,-,0,0,0.0,0.0,0,0,0,0,0.0,15.18,0.0,21.05.2026,21.05.2026,-,-,Additional shipment,15.18,15.18,0.0,OK,
ES26017927_2,4324703,04.10.2026,0.0,5.47,-,0,0,0.0,0.0,0,0,0,0,0.0,15.27,0.0,21.05.2026,21.05.2026,-,-,Additional shipment,15.27,15.27,0.0,OK,
ES26019572,4453588,21.05.2026,12.41,78.0,65.4,0,0,0.0,0.0,0,0,0,0,0.0,28.69,12.41,16.04.2026,21.05.2026,0,1,Rate; Fuel; Dimensions; Parcels; Other; ShipmentWeight,15.28,,,UNVERIFIED,
26020443,4537528,21.05.2026,0.0,44.8,-,0,0,0.0,0.0,0,0,0,0,0.0,15.3,0.0,21.05.2026,21.05.2026,-,-,Additional shipment,15.3,15.3,0.0,OK,
26020787,4568106,21.05.2026,0.0,46.9,-,0,0,0.0,0.0,0,0,0,0,0.0,15.3,0.0,21.05.2026,21.05.2026,-,-,Additional shipment,15.3,15.3,0.0,OK,
